span,count,decision,reason
agenda => pauta,4,verified_translate,default_translate_fallback
salario base => piso,4,verified_translate,default_translate_fallback
conferencia => coletiva,4,verified_translate,default_translate_fallback
apenas => so,4,verified_translate,default_translate_fallback
∅ => elas,4,verified_translate,matched_manual_null_rule
rendimentos => renda,4,verified_translate,default_translate_fallback
mil milhao => bilhao,4,verified_translate,default_translate_fallback
disse => falou,4,verified_translate,default_translate_fallback
∅ => noticia,4,verified_translate,matched_manual_null_rule
noticia => ∅,4,verified_translate,matched_manual_null_rule
presidente da camara municipal => prefeito,4,verified_translate,default_translate_fallback
arbitro => juiz,4,verified_translate,default_translate_fallback
apenas => ∅,4,verified_translate,matched_manual_null_rule
arduamente => duro,4,verified_translate,default_translate_fallback
oral => bucal,4,verified_translate,default_translate_fallback
lembramo => ∅,4,verified_translate,matched_manual_null_rule
∅ => lembramos,4,verified_translate,matched_manual_null_rule
habitacoes => moradias,4,verified_translate,default_translate_fallback
a deixar => deixando,4,verified_translate,matched_manual_progressive_rule
assim => entao,4,verified_translate,default_translate_fallback
reformado => aposentado,4,verified_translate,matched_gpt_span
a introduzir => introduzindo,4,verified_translate,matched_manual_progressive_rule
com => de,4,verified_translate,default_translate_fallback
presidente do governo regional => governador,4,verified_translate,default_translate_fallback
o saco => a saca,4,verified_translate,default_translate_fallback
desde => ∅,4,verified_translate,matched_manual_null_rule
igualmente => tambem,4,verified_translate,default_translate_fallback
rastreio => rastreamento,4,verified_translate,default_translate_fallback
macica => em massa,4,verified_translate,default_translate_fallback
dominio => ambito,4,verified_translate,default_translate_fallback
um alargamento => uma ampliacao,4,verified_translate,default_translate_fallback
por conseguinte => portanto,4,verified_translate,default_translate_fallback
precisos => necessarios,4,verified_translate,default_translate_fallback
presentemente => atualmente,4,verified_translate,default_translate_fallback
a seguir => em seguida,4,verified_translate,default_translate_fallback
vih => hiv,4,verified_translate,default_translate_fallback
cricket => criquete,4,verified_translate,default_translate_fallback
milhar => milhares,4,verified_translate,default_translate_fallback
por => as,4,verified_translate,default_translate_fallback
tens => voce tem,4,verified_translate,default_translate_fallback
estas => esta,4,verified_translate,default_translate_fallback
tambem => tbm,4,verified_translate,default_translate_fallback
e preciso => tem que,4,verified_translate,default_translate_fallback
homem => cara,4,verified_translate,default_translate_fallback
es => voce e,4,verified_translate,default_translate_fallback
faz => faca,4,verified_translate,default_translate_fallback
malta => galera,4,verified_translate,default_translate_fallback
ver => assistir,4,verified_translate,default_translate_fallback
prestacoes => parcelas,3,verified_translate,matched_manual_span
se tornou => virou,3,verified_translate,matched_manual_span
para => pela,3,verified_translate,matched_manual_span
do rendimento => da renda,3,verified_translate,matched_manual_span
r => ∅,3,verified_translate,matched_manual_null_rule
espera da => ∅,3,verified_translate,matched_manual_null_rule
psp => pm,3,verified_translate,default_translate_fallback
mil milhoes de dolares => bilhoes,3,verified_translate,default_translate_fallback
a seguir => seguindo,3,verified_translate,matched_manual_progressive_rule
a mudar => mudando,3,verified_translate,matched_manual_progressive_rule
digressao => turne,3,verified_translate,default_translate_fallback
tem sido => vem sendo,3,verified_translate,default_translate_fallback
a haver => havendo,3,verified_translate,matched_manual_progressive_rule
excertos => trechos,3,verified_translate,default_translate_fallback
oportunidade => chance,3,verified_translate,default_translate_fallback
dessa => daquela,3,verified_translate,default_translate_fallback
parlamento => congresso nacional,3,verified_translate,default_translate_fallback
a conseguir => conseguindo,3,verified_translate,matched_manual_progressive_rule
ine => ibge,3,verified_translate,default_translate_fallback
interposto => impetrado,3,verified_translate,default_translate_fallback
operativo => operacional,3,verified_translate,matched_gpt_span
lhe => a ele,3,verified_translate,default_translate_fallback
2 => 2o,3,verified_translate,default_translate_fallback
o mundial => a copa,3,verified_translate,default_translate_fallback
cartao => papelao,3,verified_translate,default_translate_fallback
a trazer => trazendo,3,verified_translate,matched_manual_progressive_rule
a gastar => gastando,3,verified_translate,matched_manual_progressive_rule
sobre o rendimento => de renda,3,verified_translate,default_translate_fallback
defesa => zagueiro,3,verified_translate,default_translate_fallback
israelitas => israelenses,3,verified_translate,default_translate_fallback
por => pela,3,verified_translate,default_translate_fallback
saudades => saudade,3,verified_translate,default_translate_fallback
stock => estoque,3,verified_translate,default_translate_fallback
a surgir => surgindo,3,verified_translate,matched_manual_progressive_rule
eles => ∅,3,verified_translate,matched_manual_null_rule
a tocar => tocando,3,verified_translate,matched_manual_progressive_rule
dada => dado,3,verified_translate,default_translate_fallback
incluindo => inclusive,3,verified_translate,default_translate_fallback
os => o,3,verified_translate,default_translate_fallback
seja => ∅,3,verified_translate,matched_manual_null_rule
alojamento => hospedagem,3,verified_translate,default_translate_fallback
proximo => ∅,3,verified_translate,matched_manual_null_rule
seguranca social => previdencia,3,verified_translate,default_translate_fallback
par da => ∅,3,verified_translate,matched_manual_null_rule
uma => umas,3,verified_translate,default_translate_fallback
autarquia => prefeitura,3,verified_translate,matched_gpt_span
toda => ∅,3,verified_translate,matched_manual_null_rule
estar => ficar,3,verified_translate,default_translate_fallback
de o => do,3,verified_translate,default_translate_fallback
pondo => colocando,3,verified_translate,default_translate_fallback
peoes => pedestres,3,verified_translate,default_translate_fallback
automobilistas => motoristas,3,verified_translate,default_translate_fallback
rematou => concluiu,3,verified_translate,default_translate_fallback
fora => foi,3,verified_translate,default_translate_fallback
vai => esta,3,verified_translate,default_translate_fallback
sismo => terremoto,3,verified_translate,default_translate_fallback
recordou => lembrou,3,verified_translate,default_translate_fallback
ao => aos,3,verified_translate,default_translate_fallback
se => de,3,verified_translate,default_translate_fallback
seleccionador => tecnico,3,verified_translate,default_translate_fallback
autarquicas => municipais,3,verified_translate,default_translate_fallback
ganho => vencido,3,verified_translate,default_translate_fallback
a seguir => seguinte,3,verified_translate,default_translate_fallback
junta => reune,3,verified_translate,default_translate_fallback
a promover => promovendo,3,verified_translate,matched_manual_progressive_rule
impacte => impacto,3,verified_translate,default_translate_fallback
demasiado => demasiadamente,3,verified_translate,default_translate_fallback
ira ser => sera,3,verified_translate,default_translate_fallback
a espera => esperando,3,verified_translate,matched_manual_progressive_rule
numa altura => em um momento,3,verified_translate,default_translate_fallback
miudo => menino,3,verified_translate,matched_gpt_span
bocado => pouco,3,verified_translate,default_translate_fallback
∅ => como,3,verified_translate,matched_manual_null_rule
autarquias => prefeituras,3,verified_translate,default_translate_fallback
a serem => sendo,3,verified_translate,matched_manual_progressive_rule
∅ => esse,3,verified_translate,matched_manual_null_rule
esse => ∅,3,verified_translate,matched_manual_null_rule
esta => ∅,3,verified_translate,matched_manual_null_rule
monitorizar => monitorar,3,verified_translate,matched_gpt_span
esta => este,3,verified_translate,default_translate_fallback
a que => aos quais,3,verified_translate,default_translate_fallback
emissao => transmissao,3,verified_translate,default_translate_fallback
tomada de => ∅,3,verified_translate,matched_manual_null_rule
si => ele,3,verified_translate,default_translate_fallback
porta fechada => portas fechadas,3,verified_translate,default_translate_fallback
a volta => ao redor,3,verified_translate,default_translate_fallback
ter => ∅,3,verified_translate,matched_manual_null_rule
a par do => junto com o,3,verified_translate,default_translate_fallback
se num => em um,3,verified_translate,matched_gpt_span
autarcas => prefeitos,3,verified_translate,default_translate_fallback
o => ele,3,verified_translate,default_translate_fallback
isso => ∅,3,verified_translate,matched_manual_null_rule
